zoneCover,eLength,catching,mPassAcc,agility,discipline,throwOnRun,passBlock,rushBlock,eSalary,releaseLine,iden,injuryProne,salary,dPassAcc,stamina,intelligence,jumping,routeRun,forename,potential,position,loyalty,surname,power,sPassAcc,length,growthType,ambition,ballSecurity,blockShedding,appearance,greed,draftNum,trucking,teamID,tackle,decisions,kickAccuracy,guarantee,eGuarantee,ballStrip,elusiveness,skillMove,age,manCover,burst,rating,draftSeason,vision,speed
44,1,5,6,55,55,6,44,44,1,20,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,36,680000,6,75,69,74,73,Eli,5,DT,4,Ankou,84,6,1,1,70,39,61,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",35,224,47,DAL,80,69,17,1,1,76,49,24,26,38,68,1,2016,52,42
47,1,1,6,80,56,6,45,45,1,20,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,26,3000000,6,73,70,85,76,Ziggy,12,DE,8,Ansah,84,6,1,1,34,51,70,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",1,224,45,SAN,79,70,40,1,1,84,67,62,31,31,80,1,2020,54,72
64,1,43,6,81,32,6,45,45,1,20,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,36,1,6,89,69,84,81,Stephone,11,LB,36,Anthony,75,6,0,1,83,55,58,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",2,30,50,Free Agent,81,69,20,1,1,84,73,30,28,59,78,1,2014,52,75
71,1,33,6,84,6,6,45,45,1,19,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,26,760000,6,86,76,77,80,Alex,13,LB,4,Anzalone,74,6,1,1,41,47,71,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",65,75,34,DET,82,76,18,1,1,83,74,22,25,65,80,1,2016,63,75
66,1,40,10,94,53,10,35,35,1,30,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,24,1230000,10,86,54,94,78,Troy,8,S,38,Apke,59,10,2,1,3,63,58,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",39,104,50,WAS,66,54,12,1,1,76,85,58,25,62,92,1,2017,29,90
74,1,48,6,88,19,6,10,15,1,27,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,26,760000,6,90,75,85,83,Eli,1,CB,89,Apple,61,6,1,1,38,63,49,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",73,9,26,CIN,57,75,17,1,1,47,87,64,25,77,87,1,2015,62,87
23,1,70,10,78,8,10,46,56,1,73,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,28,1036667,6,82,68,91,80,J.J.,12,WR,44,Arcega-Whiteside,74,15,3,1,31,77,34,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",71,56,62,PHI,36,68,16,1,1,21,75,70,23,17,83,1,2018,51,82
40,1,42,15,81,17,10,67,58,1,64,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,52,2420000,10,85,61,83,76,Alex,3,RB,26,Armah Jr,84,20,1,1,77,76,69,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",67,167,81,NO,70,61,25,1,1,75,76,62,26,30,82,1,2016,40,70
40,1,1,6,71,32,6,45,45,1,12,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,34,10570000,6,80,89,83,84,Arik,2,DT,14,Armstead,90,6,5,1,30,44,87,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",68,16,45,SAN,87,89,30,1,1,80,62,25,26,32,67,1,2014,83,55
32,1,37,19,83,55,16,51,31,1,48,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,28,846667,16,80,70,74,75,Ryquell,1,RB,67,Armstead,72,27,3,1,82,84,37,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",89,129,81,JAX,38,70,13,1,1,34,82,70,23,24,82,1,2018,54,83
20,1,42,6,69,14,6,94,89,1,45,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,30,17575000,6,92,92,84,89,Terron,3,OT,37,Armstead,89,6,2,1,28,62,25,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",19,76,35,NO,37,92,25,1,1,20,60,25,29,15,77,1,2012,88,67
41,1,1,6,84,68,6,45,45,1,12,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,24,1230000,6,74,63,80,72,Dorance,3,DE,52,Armstrong,80,6,2,1,4,28,72,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",17,111,27,DAL,82,63,12,1,1,76,67,23,23,27,73,1,2017,43,62
54,1,43,6,77,48,6,45,45,1,12,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,24,1,6,79,67,82,76,Ray-Ray,15,LB,82,Armstrong,68,6,0,1,96,62,65,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",68,224,51,Free Agent,81,67,28,1,1,81,71,50,29,46,77,1,2020,49,68
58,1,40,6,83,26,6,35,35,1,12,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,32,660000,6,88,52,88,76,Cornell,14,CB,43,Armstrong,62,6,1,1,81,59,48,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",26,194,10,HOU,58,52,11,1,1,64,83,64,24,64,88,1,2017,26,85
74,1,38,6,88,54,6,35,35,1,42,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,30,500000,6,91,78,88,86,Damon,19,CB,5,Arnette Jr,65,6,4,1,79,61,55,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",52,18,28,LAS,59,78,14,1,1,59,87,67,23,76,78,1,2020,66,80
68,1,48,34,86,79,41,35,35,1,12,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,26,580000,28,90,65,80,78,Grayland,6,S,43,Arnold,54,38,1,1,68,63,47,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",63,224,31,PHI,60,65,11,1,1,71,84,68,22,64,80,1,2020,46,77
21,1,73,6,86,22,6,54,58,1,66,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,26,770000,6,79,73,93,82,Dan,10,TE,35,Arnold,64,6,2,1,37,70,37,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",60,224,63,CAR,35,73,13,1,1,25,78,61,25,22,78,1,2017,58,72
40,1,1,6,74,47,6,45,45,1,12,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,28,1,6,73,52,88,71,Ade,7,DE,30,Aruna,72,6,0,1,31,34,66,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",48,203,31,Free Agent,75,52,19,1,1,79,60,28,26,34,80,1,2016,26,73
15,1,1,6,51,40,6,61,64,1,12,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,32,1,6,78,61,74,71,George,7,OT,8,Asafo-Adjei,88,6,0,1,51,25,20,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",62,209,24,Free Agent,35,61,20,1,1,20,46,10,23,12,65,1,2018,40,48
14,1,67,15,76,25,12,64,62,1,63,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,44,925000,10,83,54,81,73,Devin,3,TE,26,Asiasi,76,20,4,1,38,75,34,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",27,90,66,NE,33,54,13,1,1,26,66,55,23,12,80,1,2020,29,68
30,1,70,15,81,17,15,51,51,1,77,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,24,1,15,82,62,84,76,Marcell,8,WR,14,Ateman,67,20,0,1,12,76,32,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",94,201,60,Free Agent,29,62,15,1,1,26,81,66,25,18,80,1,2017,42,77
25,1,1,6,70,89,6,45,45,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,22,1,6,84,80,76,80,Geno,14,DT,75,Atkins,90,6,0,1,37,40,76,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",84,117,30,Free Agent,83,80,20,1,1,85,62,10,32,15,72,1,2009,69,62
27,1,1,6,54,73,6,45,45,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,28,590000,6,70,55,62,62,John,6,DT,2,Atkins,81,6,1,1,41,31,66,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",17,224,48,DET,79,55,11,1,1,73,48,17,27,22,55,1,2017,31,33
41,1,12,6,77,47,6,45,45,1,31,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,22,760000,6,76,70,87,78,Jeremiah,11,LB,58,Attaochu,73,6,1,1,31,54,67,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",48,49,45,CHI,77,70,35,1,1,75,64,45,27,46,77,1,2013,54,73
65,1,63,65,85,13,65,15,27,1,78,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,16,850000,65,94,70,84,83,Tutu,0,WR,95,Atwell,41,65,5,1,27,71,65,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",28,224,25,LAR,65,70,65,1,1,65,84,68,21,65,92,1,2020,54,87
25,1,57,12,78,61,12,58,56,1,58,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,26,500000,12,83,60,81,75,Antony,17,TE,74,Auclair,77,12,1,1,14,66,42,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",74,224,70,TB,46,60,18,1,1,42,71,65,27,15,77,1,2016,38,60
28,1,68,10,92,18,10,30,49,1,67,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,28,750000,6,79,74,78,77,Tavon,12,WR,72,Austin,52,15,1,1,41,76,35,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",27,7,28,GB,21,74,20,1,1,15,90,83,30,22,87,1,2012,60,88
75,1,43,28,85,91,31,35,35,1,31,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,22,846667,22,88,77,85,83,Blessuan,3,CB,37,Austin,61,35,3,1,75,60,50,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",11,183,24,NYJ,56,77,24,1,1,57,86,62,24,74,82,1,2018,65,83
29,1,1,6,70,7,6,45,45,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,44,17800000,6,76,88,75,80,Denico,16,DE,60,Autry,82,6,1,1,48,45,73,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",96,224,25,IND,82,88,11,1,1,73,66,10,30,24,70,1,2013,82,50
66,1,35,36,85,66,35,35,35,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,24,1230000,31,87,65,78,77,Anthony,15,CB,31,Averett,56,39,2,1,62,62,42,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",74,113,27,BAL,47,65,11,1,1,45,82,62,25,69,88,1,2017,46,88
50,1,8,6,85,35,6,45,45,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,36,1230000,6,73,63,86,74,Genard,15,DE,22,Avery,82,6,2,1,59,54,65,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",67,140,39,PHI,77,63,10,1,1,81,69,41,25,50,80,1,2017,43,75
75,1,47,6,89,93,6,35,35,1,27,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,18,3370000,6,94,74,91,86,Chidobe,8,CB,58,Awuzie,69,6,3,1,90,68,54,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",12,59,32,CIN,68,74,22,1,1,79,88,68,25,77,90,1,2016,60,88
58,1,33,6,80,50,6,47,48,1,32,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,32,610000,6,85,58,81,75,Joe,12,LB,93,Bachie Jr,76,6,1,1,0,61,66,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",88,224,48,PHI,81,58,20,1,1,81,71,46,22,46,82,1,2020,35,72
71,1,40,10,87,18,15,35,35,1,42,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,38,750000,10,85,68,92,82,Johnson,2,CB,1,Bademosi,67,15,1,1,59,71,55,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",46,224,61,NO,65,68,29,1,1,66,85,67,30,70,78,1,2011,51,80
24,1,60,15,78,85,23,31,51,1,62,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,20,1,10,83,59,91,78,Jeff,0,WR,83,Badet,57,20,0,1,90,70,25,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",20,224,43,Free Agent,22,59,18,1,1,14,78,71,24,16,83,1,2020,37,90
12,1,1,30,60,61,20,17,12,1,12,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,22,1710000,25,84,54,65,68,Michael,9,K,70,Badgley,96,35,1,1,64,33,13,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",86,224,10,LAC,29,54,72,1,1,12,57,10,25,12,70,1,2017,29,57
63,1,33,6,80,71,6,45,45,1,17,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,18,825000,6,88,63,77,76,Markus,0,LB,86,Bailey,74,6,4,1,97,57,68,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",27,192,36,CIN,79,63,21,1,1,83,73,39,23,58,78,1,2020,43,70
25,1,1,6,70,92,6,45,45,1,20,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,26,1,6,71,50,74,65,Sterling,10,DE,93,Bailey,76,6,0,1,32,40,61,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",35,224,25,Free Agent,75,50,20,1,1,80,59,25,27,15,70,1,2015,23,52
11,1,1,6,61,99,6,63,62,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,22,1,6,86,54,70,70,Zack,12,OG,71,Bailey,84,6,0,1,63,35,22,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",62,224,19,Free Agent,30,54,15,1,1,25,51,10,24,11,65,1,2018,29,42
29,1,1,6,74,80,6,45,45,1,12,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,18,1,6,74,70,86,77,Allen,14,DE,48,Bailey,90,6,0,1,58,50,63,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",12,85,54,Free Agent,76,70,30,1,1,84,56,25,31,22,72,1,2010,54,63
27,1,1,23,68,6,23,9,7,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,24,846667,17,81,62,80,74,Jake,5,P,95,Bailey,94,26,3,1,90,40,23,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",71,152,12,NE,29,62,80,1,1,12,58,10,23,10,75,1,2018,42,70
20,1,1,25,64,15,20,10,15,1,12,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,24,2083333,20,84,62,50,65,Dan,13,K,20,Bailey,92,33,3,1,18,45,15,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",10,224,15,MIN,20,62,75,1,1,12,51,15,32,15,52,1,2010,42,42
62,1,48,10,84,79,10,28,34,1,46,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,14,1,6,87,55,91,78,Derrick,14,CB,4,Baity Jr,55,15,0,1,12,72,48,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",84,224,64,Free Agent,54,55,22,1,1,52,81,64,23,59,82,1,2017,31,75
83,1,58,10,92,89,15,35,35,1,47,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,28,7860000,10,95,92,86,91,Budda,3,S,16,Baker,72,15,5,1,27,72,64,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",64,35,36,ARI,77,92,20,1,1,86,91,72,24,80,85,1,2016,88,85
66,1,30,6,85,98,6,45,45,1,18,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,30,1420000,6,93,80,87,87,Jerome,7,LB,7,Baker,73,6,2,1,27,61,74,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",39,72,24,MIA,85,80,12,1,1,78,78,54,23,61,82,1,2017,69,82
69,1,43,6,85,50,6,33,34,1,21,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,22,1,6,89,66,80,78,DeAndre,3,CB,25,Baker,60,6,0,1,42,58,52,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",9,29,33,Free Agent,62,66,17,1,1,51,85,60,23,73,82,1,2018,48,82
10,1,1,6,69,68,6,96,83,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,24,8220000,6,85,98,65,83,David,4,OT,2,Bakhtiari,91,6,5,1,9,22,20,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",29,107,25,GB,40,98,20,1,1,25,53,10,28,10,67,1,2012,97,50
20,1,43,36,87,70,34,49,32,1,61,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,28,760000,28,87,65,88,80,Kalen,6,RB,68,Ballage,77,40,1,1,79,87,27,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",83,126,83,PIT,26,65,14,1,1,29,84,72,24,15,87,1,2017,46,85
65,1,35,6,89,45,6,13,18,1,34,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,22,846667,6,91,64,93,83,Corey,10,CB,74,Ballentine,61,6,3,1,17,52,55,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",18,166,43,NYJ,58,64,17,1,1,68,87,70,24,70,83,1,2018,45,83
71,1,38,6,84,25,6,35,35,1,25,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,26,590000,6,86,72,90,83,Chris,11,S,52,Banjo,71,6,1,1,94,63,46,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",55,224,50,ARI,67,72,19,1,1,74,79,65,30,62,80,1,2012,57,77
65,1,1,65,61,27,65,80,86,1,63,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,14,980000,65,87,70,62,73,Aaron,3,OG,51,Banks,89,65,4,1,48,53,65,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",79,224,47,SAN,65,70,65,1,1,65,68,33,23,65,43,1,2020,54,45
42,1,1,36,72,7,36,45,45,1,12,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,28,1,29,76,58,76,70,Eric,6,LB,99,Banks,74,40,0,1,84,32,63,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",75,224,28,Free Agent,77,58,12,1,1,77,64,29,22,30,73,1,2020,35,55
15,1,1,6,53,71,6,65,69,1,12,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,18,780000,6,80,67,61,69,Zach,18,OT,88,Banner,86,6,2,1,56,26,36,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",82,125,46,PIT,34,67,20,1,1,38,33,13,26,12,55,1,2016,49,22
30,1,1,6,83,48,6,45,45,1,13,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,30,1113333,6,75,66,88,76,Ben,1,DE,9,Banogu,80,6,3,1,35,34,67,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",0,48,26,IND,71,66,10,1,1,79,69,26,24,21,82,1,2018,48,77
19,1,40,20,85,9,10,54,55,1,58,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,18,1200000,15,85,70,78,78,Peyton,0,RB,31,Barber,73,25,2,1,48,90,26,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",33,224,81,WAS,33,70,20,1,1,21,80,76,26,14,85,1,2015,54,78
62,1,57,6,90,92,6,35,35,1,40,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,26,710000,6,91,58,94,81,Luq,8,CB,56,Barcoo,52,6,3,1,25,66,44,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",8,224,36,JAX,52,58,15,1,1,60,89,65,22,64,87,1,2020,35,85
13,1,57,34,96,39,36,54,36,1,69,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,30,5215000,29,97,82,94,91,Saquon,11,RB,42,Barkley,81,41,2,1,36,95,24,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",1,1,83,NYG,28,82,14,1,1,17,94,90,23,15,88,1,2017,72,87
20,1,1,79,65,12,80,19,15,1,12,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,24,1,76,76,73,72,74,Matt,1,QB,18,Barkley,79,84,0,1,74,68,27,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",67,96,32,Free Agent,25,73,25,1,1,12,65,59,29,15,62,1,2012,58,53
23,1,1,65,58,30,65,65,65,1,65,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,24,1410000,65,91,72,61,75,Christian,4,DT,99,Barmore,87,65,4,1,39,71,76,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",79,224,65,NE,83,72,65,1,1,77,68,65,21,28,47,1,2020,57,45
20,1,37,10,89,40,10,44,39,1,48,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,28,750000,10,75,65,87,76,Kenjon,7,RB,3,Barner,61,10,1,1,77,74,25,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",60,173,51,TB,29,65,21,1,1,21,86,82,31,15,82,1,2012,46,83
23,1,40,25,86,56,22,52,35,1,47,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,38,1,16,80,58,88,75,Alex,6,RB,4,Barnes,80,32,0,1,54,83,26,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",37,224,81,Free Agent,33,58,16,1,1,28,85,70,23,17,83,1,2018,35,77
68,1,37,6,82,34,6,30,42,1,25,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,30,610000,6,89,80,80,83,Krys,20,LB,37,Barnes,71,6,1,1,70,55,69,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",13,224,50,GB,85,80,16,1,1,80,74,54,22,63,78,1,2020,69,73
67,1,13,65,72,39,65,65,65,1,65,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,26,760000,65,92,64,73,76,Derrick,9,LB,12,Barnes,75,65,4,1,14,54,73,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",65,224,65,DET,81,64,65,1,1,78,79,65,21,57,68,1,2020,45,67
46,1,15,6,78,54,6,45,45,1,22,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,22,7710000,6,77,80,76,78,Derek,10,DE,73,Barnett,86,6,2,1,73,53,74,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",85,13,38,PHI,79,80,15,1,1,85,64,28,24,32,72,1,2016,69,60
67,1,50,6,88,16,6,45,45,1,12,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,32,13025000,6,89,80,84,84,Anthony,4,LB,54,Barr,76,6,4,1,76,70,75,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",38,8,67,MIN,86,80,30,1,1,86,75,66,28,62,80,1,2013,69,78
64,1,30,6,83,1,6,45,45,1,25,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,14,15830000,6,84,91,73,83,Shaquil,13,LB,59,Barrett,74,6,1,1,89,47,84,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",62,224,33,TB,85,91,24,1,1,80,71,10,27,59,78,1,2013,86,73
43,1,13,6,75,23,6,45,45,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,18,1,6,76,56,74,69,Alex,7,DE,99,Barrett,78,6,0,1,1,44,63,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",56,224,26,Free Agent,78,56,20,1,1,81,62,14,26,35,75,1,2015,32,55
17,1,1,65,76,10,71,14,28,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,26,1,65,69,47,74,63,J.T.,2,QB,25,Barrett IV,79,70,0,1,20,67,20,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",19,224,52,Free Agent,25,47,15,1,1,18,75,66,25,12,78,1,2016,18,70
68,1,48,10,80,2,15,45,45,1,20,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,22,1,10,86,74,83,81,Mark,15,LB,47,Barron,72,15,0,1,76,64,61,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",75,224,55,Free Agent,80,74,15,1,1,90,73,56,30,63,77,1,2020,60,73
13,1,1,6,62,81,6,65,67,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,18,590000,6,83,70,70,74,Alex,18,OG,43,Bars,83,6,1,1,74,31,25,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",11,224,14,CHI,30,70,12,1,1,20,52,10,24,12,55,1,2018,54,38
15,1,23,6,73,76,6,68,65,1,34,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,22,825000,6,89,67,70,75,Ben,9,OG,65,Bartch,85,6,4,1,89,56,15,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",55,105,46,JAX,29,67,27,1,1,35,57,30,22,12,58,1,2020,49,47
12,1,1,6,61,88,6,60,62,1,22,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,24,680000,6,83,55,68,69,Jackson,3,OT,27,Barton,83,6,1,1,17,35,40,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",1,217,21,NYG,40,55,11,1,1,35,52,10,25,12,63,1,2018,31,43
64,1,30,6,85,67,6,45,45,1,31,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,14,916667,6,89,74,79,81,Cody,8,LB,2,Barton,79,6,3,1,31,49,69,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",21,87,39,SEA,82,74,20,1,1,78,78,47,23,55,80,1,2018,60,73
52,1,10,6,79,48,6,45,45,1,19,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,20,730000,6,76,69,79,75,Tarell,15,DE,4,Basham,76,6,2,1,79,34,70,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",70,79,33,DAL,75,69,16,1,1,85,68,36,26,42,80,1,2016,52,70
37,1,1,65,69,47,65,65,65,1,65,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,26,760000,65,93,71,72,79,Carlos,14,DE,58,Basham Jr,78,65,4,1,40,60,76,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",70,224,65,BUF,77,71,65,1,1,76,74,65,23,44,63,1,2020,55,63
12,1,1,30,67,32,20,17,12,1,12,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,36,825000,25,87,62,65,71,Tyler,5,K,20,Bass,97,35,4,1,34,33,13,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",8,168,10,BUF,29,62,77,1,1,12,60,10,23,12,75,1,2020,42,60
69,1,47,5,85,83,6,35,37,1,30,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,26,763333,6,87,62,93,81,Essang,2,CB,7,Bassey,56,10,3,1,6,60,53,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",53,224,29,DEN,55,62,15,1,1,56,89,70,22,65,85,1,2020,42,83
65,1,75,65,86,13,65,16,32,1,79,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,26,1500000,65,93,70,89,84,Rashod,14,WR,87,Bateman,56,65,5,1,49,81,65,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",24,224,40,BAL,65,70,65,1,1,65,79,70,21,65,85,1,2021,54,87
12,1,1,6,71,89,6,62,65,1,12,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,24,880000,6,82,55,68,68,Ryan,17,OT,6,Bates,86,6,2,1,93,26,26,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",13,224,30,BUF,31,55,12,1,1,27,57,10,23,12,73,1,2018,31,48
